"","00063026-2a67-41de-b105-f80dca277978","00a26384-1b1c-4db4-9664-75fb9b3febdb"
"AL513478.2",0,0
"AL591543.1",0,3
"AC068587.5",0,0
"AF228730.4",0,0
"AL078582.1",8,2
"AL139823.1",0,0
"AC134684.10",0,0
"AL391294.1",6,3
"AC079776.3",0,0
"AF228730.5",2,9
"AP000553.4",0,2
"SCYGR10",1,0
"LINC02786",0,0
"AC092902.4",7,30
"AP000867.4",0,0
"AC091167.7",0,0
"AC079781.4",0,0
"AC091304.10",0,0
"SCYGR1",0,0
"AP000553.5",0,3
"SCYGR4",0,1
"AL354702.1",0,0
"AL031590.1",10,29
"AC092821.3",3,20
"SCYGR8",0,0
"AC073648.6",0,70
"AC099063.3",0,0
"AC005551.1",1,10
"AP006294.2",0,0
"AL590434.1",0,12
"AL139254.2",0,0
"AL139424.2",48,34
"SCYGR2",0,0
"AC074386.1",0,0
"AL592182.2",0,0
"AL031291.1",0,0
"AC097493.3",3,4
"AC009093.8",1,2
"AL031430.1",0,1
"AP000553.6",0,4
"BX323043.1",25,8
"AL357509.1",0,0
"AP000553.7",0,6
"AC084121.2",0,0
"AL645937.4",0,0
"AL031432.5",3,3
"AL513478.3",0,0
"AC073869.6",0,50
"AC092902.5",0,0
"AC105233.5",0,0
"OR4F16",0,0
"AC068587.6",0,0
"AL161756.3",5,17
"AC002472.4",0,0
"Z98259.2",0,0
"SCYGR5",0,0
"LINC02780",0,0
"AC092053.3",104,79
"AC092128.1",15,3
"AC009093.9",0,0
"AC109583.4",2,0
"AC092865.3",0,0
"LINC02781",0,0
"AC116667.2",11,1
"AL645944.2",0,0
"AL031985.4",0,1
"LINC02811",0,0
"AL356585.12",0,0
"OR8B2",0,0
"AC078776.2",0,0
"AC092442.1",0,0
"AC009093.10",13,2
"AC119674.2",5,4
"AC092865.4",0,0
"BTN1A1P1",1,0
"OR7E84P",0,0
"CD300H",9,7
"AC073111.3",206,278
"Z98259.3",0,2
"LINC02606",185,41
"AL355602.1",0,0
"AC108941.3",0,0
"LINC02808",0,0
"AC006511.5",2,2
"AC084121.3",0,0
"AL445648.1",0,0
"AL049637.1",0,0
"TMEM247",0,0
"AL136115.3",0,0
"AL805961.1",1,1
"SCYGR3",0,0
"AL596257.1",1,1
"AC073869.7",0,2
"AC079781.5",37,133
"AL031731.1",1,4
"KF456110.1",0,6
"Z98257.2",0,0
"AC010325.3",0,0
"SMIM38",8,15
"AP001153.1",0,0
"AL034417.3",0,1
"AC087269.2",1,0
"SCYGR7",0,0
"AL033527.3",6,5
"AC117945.2",0,0
"AL662907.3",0,0
"AP003175.1",0,1
"OR8S1",0,0
"AC068587.7",0,0
"SCYGR6",0,0
"AL109936.9",11,19
"AC116562.3",0,29
"AF228730.6",0,0
"TMDD1",19,34
"AC083906.5",0,14
"AP002512.3",0,0
"OR4F29",0,0
"AC099063.4",4,1
"AL139424.3",32,8
"RNA5SP343",0,0
"AL358472.5",10,9
"BX005132.1",0,0
"AL645728.2",8,20
"OR11P1P",0,0
"AL139254.3",0,0
"AL591163.1",0,1
"AL589702.1",0,0
"AC068587.8",0,0
"AL034417.4",27,46
"AL513220.1",0,0
"EEF1AKMT4",32,130
"AC022414.1",0,0
"AL449105.1",0,0
"TBCE",50,157
"AC011330.3",0,0
"AC114490.3",47,83
"AL121900.1",0,0
"AC132217.2",0,0
"AC091057.4",0,0
"AC183088.1",0,0
"SMIM41",0,3
"AC008397.1",0,0
"AC235565.2",0,0
"AC245033.4",0,0
"AC099791.3",0,1
"AL365394.1",0,2
"AC068946.2",4,1
"AL356747.1",0,0
"GCSAML-AS1",0,0
"AL121935.1",0,32
"AL662884.2",0,0
"AL049557.1",6,8
"AC183088.2",0,0
"AC007846.1",0,0
"AC018637.1",0,0
"AC004893.1",0,0
"FAM91A2P",0,0
"AP000812.3",0,0
"AL355981.1",0,0
"AC093323.4",0,0
"LINC02359",0,0
"AC091185.2",0,1
"AL449105.2",0,0
"OOSP1",0,0
"AC000093.1",9,77
"AC015908.6",0,0
"AC133644.2",3,5
"AL359762.1",28,11
"AC021066.2",0,21
"OR4H6P",0,0
"AC119676.1",0,0
"AC074008.1",0,0
"AC091057.5",1,0
"AL121935.2",0,12
"EEF1AKMT4-ECE2",0,0
"AP000812.4",4,12
"AL445205.1",0,6
"AC005280.2",1,0
"AC104389.6",0,0
"AC017083.4",0,1
"AC048338.2",0,0
"AC068831.6",20,70
"AC107959.4",2,7
"AL355798.1",0,0
"AC104472.3",0,1
"AL662884.3",3,6
"AC107959.5",0,0
"AF131216.5",0,0
"AC007262.2",35,30
"AL449105.3",0,0
"AC242842.2",0,0
"AL138689.2",29,19
"AC093827.4",113,101
"AL049629.2",2,7
"BX255925.3",224,1277
"AL160272.1",66,10
"UPK3BL2",0,4
"AL109840.1",1,0
"AL449043.2",0,0
"U52112.1",2,0
"AC183088.3",0,0
"AL451062.2",0,0
"AL590282.2",2,1
"AL591518.1",0,1
"AC008581.2",10,0
"AC005280.3",0,0
"OOSP4A",0,0
"AC092723.3",0,0
"AC017002.3",0,0
"AC245140.3",3,17
"AC020765.5",0,0
"AL022312.1",0,0
"AC090001.2",0,0
"AC091057.6",0,0
"AC092723.4",0,0
"AL035412.1",0,0
"AC099499.2",0,0
"AC093512.2",30,261
"AC006548.3",0,0
"SLC7A14-AS1",8,19
"AL357556.3",20,117
"AC135721.2",0,0
"AC245100.8",0,0
"SMIM40",0,0
"AC074008.2",0,1
"AL449105.4",0,0
"ARHGAP11B",4,22
"AL513493.1",0,2
"AC068724.3",1,0
"AC004593.1",4,2
"AL160272.2",1,0
"AL662884.4",0,1
"AC002074.1",14,1
"AL109840.2",0,14
"LINC01488",0,372
"AC025887.2",4,4
"AL359555.2",1,1
"AC021066.3",0,1
"AL451123.1",90,80
"AC016831.6",38,34
"AC103718.1",0,6
"AL162588.1",0,0
"AC135068.11",0,0
"AC068724.4",3,2
"PIGY-DT",3,2
"AC092306.1",2,54
"AL358113.1",14,21
"AC022506.1",0,0
"OR4Q1P",0,0
"AC006927.5",0,1
"AL359555.3",0,0
"AC140134.1",0,0
"AC092153.1",0,7
"AL627422.2",0,2
"THSD1P1",0,0
"AC004593.2",0,0
"AC092723.5",1,2
"AC124014.1",5,3
"AL358117.1",0,0
"AL590764.2",0,0
"AL357556.5",0,0
"AC093154.1",0,0
"AC244033.2",49,142
"AC008397.2",0,1
"AC018754.1",2,7
"AC090679.3",0,0
"AC104454.2",0,0
"AC139834.1",0,0
"AL121612.2",38,82
"LINC02795",12,69
"AL009178.3",0,3
"AC241377.4",3,10
"AL355499.2",0,0
"AC026316.4",0,0
"HULC",96,130
"AC015908.7",0,0
"AL359538.2",0,0
"RALY-AS1",99,365
"OOSP3",0,0
"PRSS52P",1,6
"AC006064.6",0,0
"AL137789.2",0,0
"DINOL",0,3
"AL162417.1",0,0
"AC090517.4",0,1
"AL513128.2",0,0
"AL157893.1",38,31
"AL669831.6",0,0
"AL160269.1",0,2
"TFAP2A-AS2",2,200
"AL390957.1",7,17
"AL035078.4",0,0
"AL354855.1",1,3
"ABCF2-H2BE1",0,0
"LINC00842",8,3
"AC073176.2",0,0
"AC004381.4",1,8
"Z83844.2",0,0
"AC002470.2",0,0
"AL158066.2",0,0
"AC104169.1",0,0
"AC025283.2",1,3
"AC126283.2",0,0
"AC090517.5",103,96
"AC108734.4",64,32
"AC091564.7",0,0
"AL359555.4",0,0
"AC010745.5",0,0
"AL844170.1",0,3
"AC008533.1",0,3
"AC087564.1",4,9
"AL449105.5",0,0
"LINC02478",13,5
"AL359762.2",0,0
"FO393400.1",0,0
"AP000438.2",0,0
"AC079799.2",1,3
"AL109897.1",0,1
"AC244230.2",0,2
"Z82190.2",0,0
"OR11J6P",0,0
"AL033530.1",0,0
"AC099671.1",0,0
"GABPB1-IT1",1023,921
"AC005232.1",0,0
"AP001056.2",3,1
"AC137630.5",7,25
"BX571818.1",8,6
"PDGFRL2P",76,7
"AL162718.1",1,5
"SOD2-OT1",8,11
"AL162377.3",0,0
"TUSC2P2",0,0
"Z84488.1",0,0
"AL136961.1",0,0
"AC111006.1",0,0
"AC093827.5",7,17
"LINC02792",0,0
"AL136419.1",2,4
"TUSC2P1",0,0
"AC007846.2",0,0
"AC134980.2",0,0
"AL691520.1",0,0
"AC139491.7",2,4
"H2BE1",3,1
"AL590381.1",0,0
"AC003043.2",0,3
"AC135068.12",0,0
"AL356417.3",6,0
"AC104389.7",0,0
"AC010616.1",0,0
"AL034430.1",0,0
"TBCEL-TECTA",12,8
"AP006216.3",0,0
"AC010198.2",39,47
"AC004900.1",3,6
"AC104781.1",0,0
"AL353586.1",7,4
"AC119673.1",1,0
"AC026740.2",0,0
"AC005906.3",1,1
"AC073236.1",6,3
"AC099670.3",0,0
"AC020907.6",0,0
"AC136285.3",0,0
"AC097104.1",0,0
"AC016816.1",0,1
"AL445928.2",6,1
"Z83840.1",9,16
"LINC02788",0,0
"RELA-DT",118,146
"AL163541.1",0,2
"AC021683.5",4,1
"LINC02838",0,0
"AP003385.5",0,0
"AC092134.3",0,0
"AC006059.3",0,0
"AC022023.2",2,0
"AC005548.1",0,0
"AC013717.1",0,0
"AC022168.1",0,0
"AC115220.1",0,0
"AC124798.2",0,5
"AL133500.1",0,0
"AC068725.1",0,0
"AC091973.1",0,0
"AC110014.1",2,0
"AC067752.1",1,0
"AC114977.1",0,0
"AL137182.1",0,0
"AC242988.2",3,3
"AC005293.1",0,1
"AL354897.1",3,0
"AC069410.1",0,1
"AC112504.2",0,0
"AC022903.2",1,0
"AC103739.3",5,10
"AP001804.1",0,0
"AC090099.2",0,0
"AC106872.12",1,0
"AL031121.2",2,4
"AL671762.1",0,0
"AL445238.1",0,0
"AC074051.3",0,4
"AP003398.2",0,0
"AC099344.3",29,3
"AL590666.4",0,16
"AL513548.4",0,12
"AL136441.1",27,4
"AC083864.4",0,0
"AP001496.4",0,0
"AL138686.2",0,4
"AC019127.1",0,0
"AL035696.4",0,0
"AC015687.1",0,0
"CR769776.3",0,0
"AC091196.1",7,3
"AC016042.1",1,0
"AC010422.7",0,0
"AL158800.1",0,0
"AC069444.2",0,0
"AL132875.3",0,0
"AC012470.1",1,5
"AL160254.1",0,0
"AC010422.8",25,190
"AC010291.1",0,0
"AC092617.1",0,0
"AC080068.1",0,0
"AC055872.2",0,1
"LINC02856",0,0
"AC105114.2",1,0
"AC017116.2",5,16
"AC051619.10",0,4
"AL023283.1",0,0
"AC234917.2",1,4
"AC023593.1",0,3
"AC084262.2",2,90
"AC097625.1",2,3
"AL035693.1",0,0
"AL357835.1",0,0
"AC109441.1",1,0
"AC079200.1",0,2
"FAM90A9P",0,0
"AL161665.1",1,2
"AL590286.2",0,0
"AC007132.1",0,0
"AC004974.1",0,0
"AC099482.2",0,0
"AC026100.1",0,0
"AL359508.1",0,0
"AC114977.2",0,0
"AC074132.1",0,0
"AL449214.1",0,0
"FAM90A16P",0,0
"AL138999.2",0,0
"AL135926.1",1,0
"Z82202.2",0,0
"AC025062.3",3,0
"AC117378.1",0,0
"AC005343.4",0,0
"AC126755.5",0,0
"AL031847.1",0,0
"AL590068.3",6,0
"AC097105.1",0,1
"AC084024.4",27,23
"AL132633.1",1,0
"AL583827.1",9,0
"AC021660.3",0,0
"AL450163.1",0,3
"AL161449.2",0,71
"AL138927.1",2,0
"AL133259.1",2,0
"AP001999.2",0,0
"AL358472.6",0,1
"AL139330.1",0,0
"AL354741.1",0,0
"AC108448.3",3,45
"AL133410.3",0,0
"AL021155.4",36,21
"AL671883.3",1,1
"AC137735.2",0,0
"AL357079.2",0,4
"AL157827.2",3,27
"AL450992.2",5,9
"AL591428.1",0,1
"AC006238.2",5,8
"AC090953.2",2,0
"AC009879.2",0,0
"AP002793.1",1,0
"FAM90A19P",0,0
"AC127035.1",0,1
"AC134684.11",0,0
"AC092958.3",0,0
"AC127520.1",0,0
"FAM245B",0,1
"AC108457.1",0,1
"AL139317.5",11,9
"TOP1P1",17,77
"AC006972.1",0,1
"AC012291.3",10,19
"AC126544.2",25,2
"AC026979.4",76,48
"AC006970.2",0,0
"AL139405.1",0,0
"AL160396.2",2,4
"AC007092.1",0,0
"AC023385.1",0,0
"AL158212.5",22,18
"AL355388.2",10,17
"AC079142.1",13,62
"AL355481.1",0,0
"AC091576.1",0,2
"AC023781.1",2,0
"AL137781.1",2,3
"AC115284.3",0,0
"LINC02834",2,0
"FAM90A22P",0,0
"AL161443.1",7,4
"AC091951.4",0,0
"AL022332.2",0,0
"AL445259.1",16,1
"AC023509.6",2,6
"AP002381.2",13,57
"AL162718.2",3,3
"AC016383.2",0,0
"AP002433.2",1,2
"AC002059.3",3,1
"AL049825.1",6,1
"AL360267.2",0,0
"AC104260.3",2,1
"AL357140.4",0,0
"AC211476.5",0,0
"AL021918.3",1,0
"AC004765.1",5,6
"AC090692.2",2,3
"AL807776.1",3,0
"AL008720.1",0,0
"AC097634.4",0,0
"AL592164.2",0,3
"AC012184.4",0,2
"LINC02835",0,0
"AC068707.1",0,3
"AC098588.2",0,1
"AL159158.1",1,9
"AC063960.1",0,3
"AC004129.3",0,0
"AL162719.1",0,0
"AL353072.2",0,0
"AL356275.1",25,3
"FAM90A17P",0,0
"AC207130.1",3,0
"AL034430.2",0,0
"AC092110.1",8,0
"AC004967.2",19,52
"AL031121.3",0,1
"AL136419.2",4,6
"AC098484.4",61,126
"AC103874.1",0,0
"Z94721.3",0,16
"AC090644.1",3,0
"AC121334.3",6,0
"AL031315.1",0,0
"AC005414.1",7,0
"LINC02717",0,0
"AC131025.3",11,6
"LINC02680",5,7
"AC098969.1",1,0
"AC010157.2",0,0
"AC090692.3",0,0
"AC005999.2",0,0
"AL445604.1",0,7
"AL158210.1",0,0
"AC083837.1",22,25
"AC104805.1",1,2
"AL450447.1",0,0
"AL133485.3",0,2
"AC090337.2",5,3
"AC097636.1",0,0
"AL157385.2",2,2
"AC021723.2",1,2
"CDC42-AS1",15,19
"LCEP3",0,0
"AC008170.1",0,0
"AC132153.1",12,13
"BX890604.1",72,394
"AC036214.4",16,5
"AL138885.3",0,4
"AC087498.1",0,0
"AL645939.5",31,11
"AC253536.7",0,0
"AL358777.3",2,28
"AL445989.2",0,0
"FAM90A23P",0,0
"AC092042.4",4,4
"LINC02849",15,7
"AP003100.2",7,0
"AC018653.4",3,1
"AL139095.5",0,1
"AC000120.2",0,0
"AL161893.1",1,0
"AL133444.1",7,5
"AC109136.1",0,0
"AL139142.2",0,0
"AL591463.1",9,1
"AL358472.7",0,0
"AC109129.1",0,1
"AL117340.1",6,3
"AC116099.1",0,0
"AC098588.3",1,0
"AL353595.1",0,0
"AC003950.1",0,0
"AC074325.1",0,9
"AC099782.1",0,0
"AL162717.1",0,0
"AC021517.3",43,3
"AC009879.3",9,13
"AC040169.4",0,0
"AL031281.1",0,0
"AL162458.1",132,324
"AL512658.2",0,0
"AC092958.4",0,0
"AL645929.2",50,91
"AC026462.5",0,1
"AL133268.4",4,1
"AL450043.1",0,0
"AL442003.1",19,31
"AC025774.1",28,23
"AC012378.2",6,4
"AL391560.1",0,0
"AL353768.2",0,0
"LINC02797",0,0
"AC093295.1",0,0
"AC018511.6",1,2
"AL355677.1",0,0
"AL390719.3",1,18
"AP000813.1",42,12
"FAM90A14P",0,0
"GET1-SH3BGR",0,0
"AP000944.5",29,8
"AC105213.1",0,0
"AL591893.1",0,0
"AC131180.1",0,0
"AL157829.1",0,2
"AC011899.3",0,1
"AC129926.2",0,0
"LINC02793",0,0
"AL353796.2",0,0
"CCDC15-DT",7,36
"AL356807.1",1,1
"AP001267.5",0,0
"AC005921.4",0,2
"AL109628.2",6,14
"AC027329.1",9,2
"AL590989.1",0,0
"AL356413.1",0,0
"AP000676.5",0,4
"AC092896.1",0,17
"AC024598.1",0,1
"AL646090.2",0,6
"AL445685.3",0,0
"AL353648.1",6,5
"AC005692.3",0,0
"AP000820.2",0,0
"SCYGR9",0,0
"FO393414.3",1,1
"AL392086.1",0,0
"AL358613.3",0,0
"AL713852.1",24,246
"AC025280.3",1,0
"AL021918.4",3,12
"AC009152.3",11,1
"AL359762.3",8,14
"AL353147.1",9,10
"AL137802.3",0,0
"AC010197.2",0,0
"Z72006.1",0,0
"AL353704.1",7,1
"AC016727.3",2,1
"AL137005.1",0,1
"AL512598.2",5,5
"AC010677.2",0,0
"AC026991.2",0,0
"AC084121.4",0,0
"AC009554.2",22,37
"AP000593.4",0,0
"AC010285.3",8,9
"LINC02852",0,0
"BX470102.2",64,241
"AC008676.3",1,4
"LINC02858",0,0
"AC012673.1",0,3
"AL359844.1",1,1
"AC007240.3",3,32
"AL445253.1",11,78
"AL035446.2",7,2
"AC093912.1",3,0
"AC007448.5",7,22
"AP002961.1",0,0
"AC018628.2",0,0
"AC144573.1",0,0
"AC105206.3",6,2
"AC093516.1",0,0
"AC123784.1",0,0
"AL022345.4",24,15
"AC092058.1",0,1
"AC211476.6",5,14
"AL009176.1",6,58
"Z85996.2",2,1
"AL355312.4",0,0
"AC009623.3",0,0
"AC113348.1",0,0
"AC006043.1",1,0
"AL136372.2",0,0
"AP003557.2",0,0
"AC074281.1",0,0
"AC004687.2",1,12
"AC007317.1",1,0
"AL023574.1",0,0
"AC079177.1",0,0
"AC008012.1",0,0
"AL136442.1",0,0
"AC006452.1",1,31
"BMP8B-AS1",1,4
"AC083855.2",65,154
"AL161910.1",4,57
"AC080128.2",0,0
"AP002762.2",0,0
"AL513013.1",0,0
"AL391834.3",2,5
"FAM90A18P",0,0
"AC022440.1",1,0
"AC015819.5",0,1
"AL109924.4",0,1
"AC092376.3",38,14
"AC087639.2",0,0
"AC087721.2",0,0
"AP000779.1",0,1
"AC104453.1",0,0
"AL160171.1",5,4
"AC007391.2",0,1
"AC005082.2",0,1
"AC134684.12",0,0
"AC103591.4",78,20
"AL353789.1",0,0
"AC015813.8",0,0
"AC005495.1",0,0
"AL133353.2",0,1
"AP003498.2",1,181
"AC091074.2",0,8
"AL159978.1",0,0
"AL392024.1",0,0
"FAM90A8P",0,0
"AC072022.2",101,112
"AC034268.2",0,0
"AC009899.1",2,0
"AL133257.1",1,0
"AC018362.3",0,0
"AC112128.1",15,54
"H2AL1SP",0,0
"AC242022.2",0,1
"AL162596.1",0,0
"AC127029.3",0,0
"AC123768.4",0,2
"FAM90A10P",0,0
"AC020663.4",1,3
"AC000120.3",0,0
"AC119428.2",26,1
"BX842242.1",17,15
"AC019257.9",0,0
"AC073174.1",0,0
"AL590556.3",0,0
"AC005100.2",1,0
"AL590814.1",0,0
"AL035467.2",0,0
"AC002074.2",1,0
"AC007686.4",2,7
"NIPBL-DT",589,862
"AL022324.4",0,0
"AC087591.1",1,1
"AC106820.6",0,1
"AC023095.1",0,0
"CERNA2",0,1
"AC063960.2",2,13
"AC026624.1",0,0
"FAM90A7P",0,0
"AL135905.2",4,29
"AC022068.1",0,0
"AC113348.2",1,1
"AC009090.6",66,172
"AP003025.2",1,0
"AL591888.1",0,0
"AC012213.5",0,0
"AC009301.1",2,5
"LINC02689",0,0
"BX248415.1",0,0
"AL157886.1",0,0
"AL392086.2",0,0
"H2AQ1P",0,0
"NBEAP6",0,0
"AL355312.5",38,14
"AC120036.5",0,0
"AC018931.1",0,0
"AL731559.1",2,0
"AC006116.9",42,18
"AC008391.1",0,1
"AC104790.1",1,0
"AC025442.2",4,8
"AC234775.3",15,12
"AC021087.5",3,3
"AC010987.1",0,0
"AC110992.1",0,4
"AC124944.3",30,109
"AL353899.1",0,0
"AL109828.1",0,0
"AC113189.12",0,0
"AC148477.10",0,0
"AC244213.1",0,0
"AC108925.1",5,6
"AC062037.3",1,8
"FP671120.8",0,0
"AC005050.2",20,5
"SPDYE15",0,0
"CR589904.2",0,62
"AC079949.3",4,0
"AC011322.1",4,5
"AF129075.3",40,114
"NOTCH2NLB",0,0
"AC011997.2",0,0
"LINC02822",0,0
"AL121899.2",0,1
"AP001924.1",0,0
"AC026803.3",4,7
"FAM246C",0,2
"AC079776.4",0,0
"PCSEAT",0,0
"AP002008.4",0,0
"AC015911.9",0,0
"AC232271.2",0,4
"FP236383.6",0,0
"CR381670.2",3,0
"AC100822.1",0,0
"AC073840.1",2,2
"AC017099.2",9,4
"AC011479.4",0,0
"SPDYE13",0,0
"AC093849.2",149,50
"AL158058.2",0,0
"AC074139.1",0,0
"LCAL1",0,9
"AC091214.1",0,5
"AP001977.1",1,1
"AC005034.6",1,2
"AC093898.1",0,0
"AC093894.1",0,0
"AC008966.3",0,0
"AC090016.1",2,1
"AC012078.2",0,0
"AC244102.3",0,0
"AL109955.1",0,1
"ASDURF",0,1
"FP236383.7",0,0
"AC093890.2",0,0
"AC008055.2",0,27
"FP671120.9",0,0
"AC018865.2",0,510
"AC005538.3",0,0
"AL365256.1",0,2
"RCAN3AS",0,3
"AC092353.2",6,0
"AL121888.1",0,1
"AL035413.2",8,34
"AC097375.4",0,0
"AC004263.2",378,302
"AC010974.2",1,1
"AC076968.2",0,0
"AP000356.5",7,7
"AL136171.2",1,6
"AC002072.1",0,0
"AL138900.2",0,1
"AC110795.1",2,5
"AC009412.1",0,0
"AC005050.3",1,0
"AL158141.1",0,0
"AL391056.2",0,0
"AL627230.3",0,0
"AC011477.7",4,1
"AC016682.1",68,49
"AL133493.1",0,0
"AL132981.1",0,0
"AL096794.1",5,5
"AL109653.3",0,0
"AC099661.1",11,44
"AL133331.1",0,2
"AC073585.1",0,0
"AC095057.4",2,9
"AC034110.1",0,4
"FP236383.8",0,0
"AC117503.5",1,1
"AC022267.1",0,0
"SPEGNB",3,1
"GPC3-AS1",0,0
"AC108517.2",0,0
"AC008770.4",0,0
"AL390800.1",0,0
"AL008725.1",1,0
"AC093894.2",0,0
"FAM246A",0,0
"AC124864.2",0,0
"AC016629.3",0,2
"AL353579.1",0,0
"NOTCH2NLR",1,2
"AC007655.2",0,0
"AL359916.1",1,0
"AL357972.1",0,1
"AC090983.2",0,0
"AC116362.2",0,0
"AL441992.2",1,7
"AC022868.1",0,3
"AL603764.1",0,0
"AC010092.1",0,0
"AL157394.3",15,7
"AL121894.3",2,0
"AC234031.1",6,12
"AC114798.1",0,0
"AC006158.2",0,0
"AC093298.2",1,3
"AC016074.2",1,1
"AL049828.2",0,0
"AC084277.1",1,1
"AC006115.2",9,9
"AP001095.1",2,0
"AP000553.8",0,0
"AC022413.2",0,0
"AC245060.7",11,18
"AC006040.1",0,0
"AC083977.1",0,0
"AC022415.2",22,10
"AC093817.2",0,8
"AC114930.1",0,0
"AL603764.2",0,0
"AC107071.1",18,16
"SPDYE14",0,0
"AC010336.7",7,12
"DERPC",0,0
"AC097480.2",0,0
"AL122018.2",1,1
"AC053503.6",0,0
"Z97056.2",0,0
"AC068282.1",0,0
"FP236383.9",0,3
"AC092445.1",0,0
"FP236383.10",0,0
"FP236383.11",0,0
"AC097459.1",5,1
"AL732406.1",0,0
"AC096555.1",0,0
"AP000331.1",91,2465
"AC009974.2",5,4
"FP671120.10",0,0
"AC026273.1",201,107
"AC011467.6",0,0
"AL034548.2",20,43
"AL035106.1",4,24
"AC113618.2",0,0
"AC104066.4",0,0
"AL162253.2",126,102
"AC002377.1",1,0
"AC034222.2",0,1
"AC012488.2",0,0
"AC105402.1",0,1
"AC024937.3",1,7
"AC011233.2",0,0
"AC073140.1",0,0
"RNVU1-8",0,1
"AC006158.3",0,0
"AL596330.1",2,0
"FAM246B",0,0
"AC116317.1",14,24
"AC011462.5",75,40
"FP236383.12",0,0
"AL139351.2",0,11
"AC073140.2",1,1
"AC232271.3",2,49
"AC112172.2",0,0
"AC124861.2",0,0
"AC242842.3",0,0
"AC018445.5",15,27
"AC024236.1",0,0
"AC023787.1",0,0
"AC108021.1",1,1
"AC055839.2",102,210
"AL158195.1",0,0
"AC069288.1",0,0
"AC025449.2",10,3
"AC138207.9",53,7
"AC007666.2",0,0
"AL162586.2",37,11
"AC084364.3",0,0
"AL606753.2",1,0
"AC008281.1",0,0
"AC011751.1",0,0
"AC068616.1",0,0
"AL158152.1",0,0
"AC025475.2",0,0
"AC139887.5",1,2
"AC097499.2",0,1
"AC012443.2",68,45
"AC093838.1",0,2546
"AC005252.4",0,0
"AL161640.2",0,0
"AC098817.1",0,0
"AC097654.1",0,0
"AC092803.2",0,1
"AUXG01000058.1",1426,110
"AL356534.1",17,17
"AC104335.1",5,26
"LINC00279",0,0
"AC005040.2",0,0
"NOTCH2NLC",58,81
"AC007546.3",2,5
"AC009070.1",0,0
"AP001255.1",0,0
"AC064836.3",5,59
"AP000471.1",0,0
"AC079163.2",2,0
"AC093849.3",1,1
"AC011754.2",0,0
"SPDYE11",0,0
"AL133335.1",0,0
"AC010327.7",1,4
"AL445423.3",0,0
"AL365229.1",0,0
"AC087885.1",0,0
"AC079790.2",3,3
"AL035461.3",0,0
"AC018755.5",0,0
"AC106821.2",0,0
"AC093884.1",0,0
"AL034422.1",1,3
"AC080089.2",1,0
"AC018797.3",16,23
"AL442644.2",0,0
"AC073046.3",6,23
"AC125437.3",0,0
"AC130404.2",0,0
"AC009494.2",0,0
"AC069209.2",10,1
"AC016743.1",0,0
"AL161945.1",2,16
"AC097528.1",2,0
"FP671120.11",0,0
"AC096763.1",0,0
"AC091889.1",3,0
"FO082796.2",0,0
"AC084871.3",16,2
"AL137100.3",0,0
"AC089983.2",0,1
"AC078820.2",1,2
"AC092604.1",0,0
"BX322557.2",1,0
"AL391832.4",0,1
"AP001453.3",2,12
"AC104370.1",0,1
"FP236383.13",0,0
"AF196969.1",0,0
"AC092661.1",0,0
"AL591074.2",0,0
"AC008945.2",11,5
"AC093843.2",0,0
"AC078816.1",0,0
"AC008679.1",0,1
"AC061979.1",0,1
"AL390066.2",5,1
"AL009177.1",1,1
"AL136096.1",0,0
"AC108721.2",0,0
"AC108063.2",0,1
"AL353152.2",1,1
"AC021733.4",18,10
"AC016383.3",0,0
"AL590681.1",0,0
"AL138778.1",3,2
"AL158065.1",0,0
"AL109809.4",42,39
"AL133482.1",295,143
"AC011593.1",0,0
"AC004047.1",0,0
"AC099343.3",3,16
"AP005901.5",0,0
"AC107398.5",0,1
"AL450307.1",0,0
"AC018445.6",2,1
"AC006445.3",0,0
"AL121938.1",35,3
"AC007350.1",0,0
"AL662873.1",21,12
"AC084724.1",1,2
"AC007528.1",2,0
"AC004893.2",5,19
"AL139811.1",0,0
"AC017028.1",0,0
"AC084114.1",0,1
"AL160410.1",0,2
"AC008443.6",4,1
"AL034550.3",1,21
"AL157769.1",0,2
"AL360178.1",12,6
"AC010359.3",2,0
"AC087175.1",10,1
"Z93020.1",0,0
"AC117469.1",0,0
"AC096576.7",0,0
"AL135978.1",5,3
"AC108053.1",102,11
"AC093791.2",0,0
"AL356218.2",364,0
"AC004080.17",0,0
"AL033381.3",0,0
"AC124861.3",0,0
"Z95115.2",2,0
"AL035427.2",2,2
"AC079052.1",0,0
"AC108690.1",0,2
"AL353660.1",10,1
"AC011388.1",5,7
"AL353637.2",0,0
"AC004828.2",4,3
"AL161430.1",4,0
"AC009230.1",0,0
"AC025370.2",17,26
"AC099487.2",0,0
"Z99496.1",2,1
"AL356776.2",25,34
"AP002762.3",0,1
"AC073210.3",31,57
"AL359436.1",0,0
"AL357127.2",0,0
"AP002001.3",0,0
"AC021613.3",0,0
"AC114802.1",0,0
"AC084834.1",0,0
"AC108471.3",3,8
"AC091393.2",0,0
"AC046129.1",0,0
"AC104451.2",0,1
"AC115282.1",0,0
"AC079384.2",0,0
"AL355834.2",1,4
"AC135726.1",0,0
"AC106742.1",0,17
"AC096647.1",9,0
"AL844892.1",0,2
"AC107081.3",12,50
"AC092944.3",0,0
"AP005717.2",4,2
"AC087427.1",0,0
"AL512308.1",36,4
"AP000553.9",1,11
"AC005052.2",17,61
