"","00063026-2a67-41de-b105-f80dca277978","00a26384-1b1c-4db4-9664-75fb9b3febdb"
"COL11A1",0.8675,5.9792
"QSER1",16.8308,25.2598
"MPC1",78.0396,71.6474
"ACAA1",22.7625,37.4559
"BCAT1",29.456,2.119
"HDAC7",50.5651,74.7098
"LZTS1",3.1231,13.39
"PRDM6",1.9554,1.3538
"WNT8A",0,0.0897
"SPAG4",1.0658,9.9976
"NCKAP1",42.5058,37.9814
"MRPS35",64.2414,221.0592
"GUCY1B1",18.1505,7.1287
"SFSWAP",14.6991,32.7571
"TNK2",10.7014,54.6325
"MON2",17.7198,21.1352
"CDH3",0.0749,96.2192
"ARSF",0,0.1214
"GPBP1",49.1879,72.1689
"DGAT2",166.8618,4.5622
"ZNF112",4.1779,6.7267
"CS",150.4799,110.2699
"LTK",0.2607,0.8182
"MRPS24",0.3491,0.1027
"ELMO2",26.8752,31.8492
"WAPL",36.9847,51.0637
"VMP1",46.5571,270.3599
"APPBP2",26.6525,22.8781
"POLD1",8.1304,20.6045
"SEZ6",0.107,0.1259
"EIF4B",219.7476,280.9317
"SLC6A16",3.8666,2.3377
"BICRA",5.4546,18.4015
"SPHK2",5.7294,14.7349
"RPL18",229.2664,761.0954
"CA11",8.4561,12.1546
"ISOC2",18.2183,48.9208
"U2AF2",84.5836,225.0052
"EPN1",22.3115,37.7778
"MED29",57.5014,95.0453
"AHRR",0.0161,0.3311
"GSC2",0,0
"ZNF275",19.0163,14.7026
"MTMR1",12.6427,37.4345
"GPC1",56.2522,103.6805
"ADCK1",7.45,8.8868
"HAGH",23.2991,31.8259
"RNF4",29.6809,55.621
"CASP8",14.3435,15.9214
"LIMCH1",112.9177,46.214
"INTS13",19.2865,30.0827
"TM7SF3",37.2548,60.3095
"DLX3",0.8938,5.9833
"SPA17",1.0877,6.7301
"TSPAN32",0.8188,1.8571
"CCN5",193.4097,2.6879
"DMRT3",8.9413,0.4633
"ST3GAL6",6.5485,2.7254
"ATP2C2",0.0722,7.4178
"NGFR",11.5369,33.0211
"CDON",24.81,10.0624
"TAF2",19.1033,21.8695
"HIPK2",67.1287,43.8282
"TNPO3",59.615,67.4766
"BORCS8-MEF2B",0,0.0925
"RFXANK",21.7832,49.1747
"TMEM161A",17.9585,36.0724
"LPAR2",3.5176,35.1924
"CTSA",51.2234,37.6097
"SUGP2",29.1222,83.8384
"SLC12A2",12.8131,80.3665
"SNX24",14.4287,19.2438
"EYA2",14.8185,14.8267
"CNN2",75.4782,216.863
"ABCA7",7.195,14.8807
"SNCAIP",6.1993,2.2971
"DDX20",11.5683,16.7006
"BTBD1",73.1094,78.7193
"FAR2",11.8002,8.792
"BCAS1",0.1204,12.3101
"POU1F1",0.1453,0.171
"CHI3L2",1.9332,19.5578
"SBNO2",29.5528,120.597
"PMS1",10.1499,16.8562
"HMG20B",35.2324,158.7958
"CALCRL",46.0244,14.6297
"TAF11",28.6325,49.4521
"ANKS1A",30.117,35.6163
"AP3D1",61.4459,98.5724
"ZNF76",17.2753,36.8237
"SLC9A3R2",96.8609,227.1513
"NTHL1",11.3905,29.899
"UHRF1BP1",21.6062,15.2243
"GNAI3",37.564,44.6873
"IPO5",90.9219,58.796
"OAT",102.8258,267.5313
"WDR3",13.6965,18.4401
"PKN2",44.0678,40.4416
"WDR18",21.989,70.6073
"TRAM2",71.7754,29.4354
"NTN1",17.4716,25.4342
"GLP2R",6.1907,0.047
"MCM10",1.3482,3.1083
"DGKA",5.9702,21.7528
"ERBB3",1.2357,252.7089
"ROPN1",0,1.1853
"ANKRD44",6.9825,5.3376
"KARS1",99.4749,94.3898
"ADAT1",15.3997,29.3276
"PDIA5",14.3572,26.9283
"TBC1D22B",15.0701,25.7301
"NDUFB4",115.3039,182.364
"SPEN",45.237,38.9499
"MYLK",27.3882,51.5235
"ZC3H15",68.5648,99.0489
"MAP2K4",22.0364,42.0719
"PACC1",7.3311,17.8084
"SNAP91",0.057,0.1074
"SLK",76.7677,66.8292
"CYB5R4",10.3175,7.0229
"COL17A1",0.1736,150.0586
"GSTO2",0.7105,19.3151
"SEC61A2",4.512,13.9491
"PRKCQ",1.3348,1.8962
"TLE2",43.7086,63.7267
"ASB1",19.6773,16.8462
"FAM107B",109.9401,40.7941
"ME1",108.7733,5.3479
"TBC1D1",27.6639,22.8302
"CDK13",8.9577,15.3075
"MTHFD2",5.9576,19.5938
"SLC9A7",2.0972,17.0463
"FOXJ2",35.7184,29.0717
"YBX1",475.9902,217.7376
"PDE4A",26.9148,6.6262
"PPP2R5A",174.7106,130.0123
"CTNNA2",0.0704,0.2014
"ELAVL1",28.9082,61.987
"TIE1",57.0015,19.848
"DIP2B",21.8391,36.432
"SMARCD1",44.4662,72.3078
"KDM4A",11.0589,21.1777
"NFYC",21.9268,32.2306
"ZMYND12",2.7468,4.6245
"SLC9A3",0.3295,1.4581
"NGEF",1.9419,4.0335
"ASPM",0.9054,3.5824
"CD84",37.2893,4.9667
"ELOVL1",137.3818,127.1526
"SPI1",110.8118,28.9207
"POLR1H",3.7999,8.5075
"MPPED2",3.5895,1.5789
"CLDN18",0.6328,0.4565
"ZBTB11",15.6653,17.9196
"ATXN3",11.3894,9.3035
"GOLGA5",74.6256,109.7252
"FGFR2",2.5711,17.1683
"LRRC40",20.3784,26.6858
"ISOC1",60.291,130.7129
"EML1",25.4586,6.3769
"TRMT11",6.5734,11.4651
"THUMPD1",30.8065,71.0781
"MSANTD3",11.851,16.5812
"KIF26A",12.2346,4.7825
"ATG2B",17.4261,14.2624
"ARFGEF1",24.9186,39.6685
"ACSM2B",0.0558,0.0219
"ZFAT",4.8311,6.3382
"MTFR1",16.9062,20.2653
"STAG3",1.4048,1.4871
"FECH",14.0459,18.0565
"MYO9A",14.853,10.1116
"DDX3Y",0,0.0156
"PFKP",27.3872,23.5729
"IDI1",22.357,60.3121
"SP100",23.8109,20.0691
"KLF6",311.766,335.8118
"PLPP1",198.4965,61.9488
"NEO1",19.5336,78.1553
"TRAM1",210.939,146.7076
"PHKA1",8.6938,32.7507
"TNFRSF1A",192.4304,153.1729
"CACNB1",2.8422,3.8233
"EVI5",18.0509,9.8898
"STOML1",6.8233,6.2986
"PKM",216.3402,550.7096
"DHX29",36.2124,50.4071
"DNTTIP2",27.2343,32.6964
"METTL22",5.6043,9.3322
"TP53BP1",13.7744,26.0285
"TRO",9.2814,6.9108
"RRP15",11.2925,17.6201
"RHOA",689.2297,510.0138
"DHX8",23.195,30.8237
"PMS2P4",7.5473,8.9891
"PRKCZ",0.1774,12.2488
"ZFY",0,0
"IARS2",142.5868,226.3026
"SYT1",0.7596,36.8257
"NAV3",5.9224,1.4587
"IDH3G",56.7696,91.9499
"ROGDI",2.1409,40.169
"PDZD4",4.4371,8.1834
"ATP2B3",0.0201,0.0474
"ROCK1",49.9295,30.2141
"CBFB",27.9073,56.5621
"PDK3",10.3591,23.6126
"HYAL2",50.2919,66.9673
"HDAC4",10.4874,7.6665
"RASSF1",41.4679,59.908
"FGFR3",0.8603,62.7444
"IFI35",51.1229,41.8018
"HEATR6",10.1182,17.1291
"COASY",37.2579,110.729
"PLEKHH3",14.3202,90.557
"MEF2A",57.6873,38.538
"OTUD5",70.2018,105.8862
"TFE3",171.1319,80.8121
"TBC1D25",22.6388,28.3117
"ACSL4",99.5458,17.1395
"INPP5A",29.5906,24.0626
"GPKOW",58.4979,78.9201
"GRIPAP1",23.8327,49.0446
"FTSJ1",38.7875,58.5199
"PRR11",2.1143,2.4885
"REEP1",2.0495,24.5813
"ATP11A",22.8331,7.2598
"POLR1A",18.7632,21.4508
"LAPTM4A",1105.847,961.7838
"TTC7A",40.4298,25.9688
"IP6K2",30.7968,99.6196
"STON1-GTF2A1L",0.1236,0.0416
"SRBD1",17.6466,19.815
"KIF2A",10.4713,11.3058
"RASGRP2",6.2944,6.4697
"PSME4",27.2185,54.5311
"IFT80",3.813,7.2111
"SIRT2",47.9069,32.7684
"ERLEC1",101.256,142.3208
"PPP2R5B",29.4753,36.154
"PYGM",6.8539,1.0156
"PAGE1",0,0
"PITX1",0.1763,51.3184
"TRPC7",0,0
"MAST4",36.3737,26.1777
"ADGRF5",144.4731,16.7803
"SDK2",0.2155,4.7974
"ADAM7",0,0
"NUP133",34.7549,65.0083
"NUCKS1",221.4764,309.7599
"VPS35",52.9806,58.9294
"DNAJA2",61.1897,46.8725
"BCL3",28.1369,98.2279
"KCNAB2",10.8176,4.0227
"ABCC9",44.0266,1.4215
"GAL",1.8666,2.0598
"CLEC2D",2.7367,7.3535
"FUNDC1",27.3286,79.8122
"MAOB",264.4832,388.164
"RORA",9.4974,7.0784
"DRD4",0.8589,1.9029
"TGFBR3",259.202,26.6925
"PLA2G10",0.5042,3.3234
"HES2",0.0701,8.9966
"ATP1B3",126.194,56.5482
"NEDD4",12.6443,17.6614
"PIGB",7.63,12.8519
"MAPK6",25.1426,49.9291
"GNB5",3.5043,8.0284
"RAB27A",11.5718,29.1839
"HDHD5",14.5489,33.0732
"UFD1",13.5284,13.4263
"LRP6",24.6314,22.4496
"GUCY2C",0.3438,0.5324
"SCT",0.1442,0.3394
"PHRF1",31.0539,66.0665
"ELP1",8.43,13.0678
"NUCB2",21.4179,21.7083
"PFN2",34.9822,66.6834
"PTPN3",8.3381,22.4234
"SPTB",2.5523,0.3499
"DAPP1",5.3363,12.8731
"FGF10",21.2719,1.9249
"SLC44A1",29.4931,56.3974
"TMEM260",7.1492,9.6753
"SMG6",13.4615,14.5776
"EXOC5",30.4314,18.7787
"CLTCL1",3.2967,0.8968
"FGF22",0.1638,0.7069
"FSTL3",91.4588,62.0938
"DGCR2",59.7459,124.863
"RNF126",19.705,61.564
"MNT",9.43,21.9422
"ZXDC",15.8204,21.5072
"JMJD6",11.8278,16.0449
"POLB",7.4429,38.1501
"ST6GALNAC1",4.3543,1.4981
"WIPI1",28.0555,71.0797
"FRMPD1",3.514,0.4679
"GBA2",35.9978,67.402
"NDST1",95.0735,90.4387
"ASNS",0.3407,1.823
"AP3M2",11.5996,18.9292
"CNGB1",0,0.0977
"ST6GALNAC2",3.4607,51.2286
"CHAT",0,0
"PABPC1",291.0321,482.8583
"TESK2",4.6153,15.3556
"CFAP20",26.1229,29.7003
"CSNK2A2",13.2375,7.9067
"PTPN21",35.2862,13.9295
"EIF2B3",50.5326,26.5073
"CAMK2A",0.5645,0.4767
"TCOF1",14.4121,22.1989
"CDC42",58.917,65.8866
"OSBPL3",7.4435,11.7405
"EPHA8",0,0.2628
"SLC12A3",0.0614,0.3033
"RAD18",5.7765,16.333
"ATP2B1",31.203,28.7968
"TRPM5",0,0.1352
"NCK2",44.9386,79.3554
"MAP4K4",58.9363,24.3718
"MGAT4A",14.1182,33.6887
"RPL31",233.8199,452.8603
"WDR1",131.8225,219.2232
"SNX13",15.2422,15.233
"MS4A12",0,0
"ARHGAP10",21.6462,7.0874
"RPS6KA2",53.1589,34.281
"ING3",11.3311,5.7673
"VASH1",19.9266,10.8249
"LMCD1",59.6071,33.2597
"BUD23",18.9127,53.1963
"SEL1L",94.717,78.7543
"TRIP13",2.8788,7.6912
"ATP6AP1",75.0851,235.9327
"TCF3",26.037,108.9247
"TRIB2",44.2961,48.7524
"DAZAP1",27.6263,69.6704
"MBD3",16.4915,26.6787
"PRLH",0,1.6905
"HLTF",15.5089,19.0395
"FAM50A",112.5599,107.8278
"FAM3A",23.9189,52.1915
"CPSF1",34.261,112.27
"MYO3B",0.1381,3.3054
"CYBRD1",731.0077,221.7942
"CDH19",0.6297,0.104
"PDCD2",19.649,31.5897
"SLC6A15",0.4258,0.133
"RDH11",23.8752,43.9787
"PRKACA",90.2096,59.849
"ADGRL1",28.1903,26.4182
"SPP2",0,0
"ACTN1",104.0601,267.6006
"ZFYVE26",14.1887,12.1657
"RPS6KA6",0.7071,8.0284
"EPN2",10.5063,17.1763
"PTPN18",60.0626,101.6199
"LIMS2",45.1381,18.9839
"ASIC4",0.0144,0.306
"SPEG",3.1504,9.5815
"LNX1",12.0544,13.8709
"ALDH3A2",59.3907,22.071
"TFRC",65.6065,89.4623
"SREBF1",35.7772,631.9503
"TRPC5",0,0
"AFF4",53.1989,75.5682
"UBE2D1",18.6966,23.3656
"MPP5",8.9055,10.8191
"RHOBTB1",33.4811,24.8027
"SMC1A",46.7107,69.0478
"HSD17B10",132.161,322.6705
"MARK2",11.0064,42.2608
"HMMR",1.1186,4.0633
"CHFR",5.4593,13.5973
"TRHDE",3.3575,0.0291
"P4HA2",15.2228,17.3534
"FCGR2B",41.8782,2.7108
"NFATC3",15.9312,7.0343
"TRNT1",9.3712,11.5685
"ACADVL",329.3828,325.6182
"STK10",19.9299,16.0391
"FBXW11",53.791,45.2602
"ACAP1",3.393,6.592
"CRMP1",12.0922,8.7105
"EVC",30.4115,24.0132
"DERL2",18.4977,22.8349
"SIDT1",4.1329,47.3064
"NDE1",6.7739,26.7649
"IRAG1",24.0989,13.8057
"TMEM38A",3.2242,8.6955
"AP1M1",22.5872,16.1236
"PVR",16.0917,11.5339
"XRCC1",27.9295,56.4476
"SCARB1",70.7579,36.9431
"CYP2W1",0.0272,0.1919
"MCM2",4.5355,19.4792
"MOV10L1",0.5738,0.5065
"PANX2",1.3197,2.3587
"SELENOO",22.1111,49.1041
"TP63",0.2231,26.136
"ALPK1",8.4162,12.6216
"LLGL2",2.8083,84.388
"PDE8A",31.142,12.5342
"CLCN4",8.4136,1.3456
"NLE1",9.9309,16.5959
"SDHA",2.0072,1.8126
"SMARCE1",1.7203,4.7503
"FNDC8",0.1122,0.7262
"GSDMB",8.2831,9.0994
"KDM5A",26.3386,31.795
"ADAM11",0.3309,1.6505
"PPP2R3A",11.2994,13.1849
"FERMT2",154.6664,30.0368
"ABCB11",0.8257,0.0231
"DHRS9",28.7758,0.8807
"CD5L",0.0614,0.0723
"PTGS2",3.9609,1.7631
"IGF2BP2",3.8983,1.3899
"MAP3K13",4.4161,12.7327
"ST6GAL1",29.4495,35.688
"TBX21",1.7333,0.9861
"VDAC1P1",0.3577,0.7368
"FRY",18.4392,10.1699
"PICALM",218.9954,111.3379
"NSF",24.2876,43.5491
"GLI2",5.1177,2.162
"CLASP1",31.8411,26.4889
"MRPS34",69.4435,239.3241
"NOTCH3",119.8502,144.4245
"CLNS1A",32.23,61.9006
"PPP2R2C",0.4615,20.9084
"TEAD2",30.8419,89.5856
"EED",7.698,11.3816
"CDHR2",0.0851,0.6509
"SNCB",0,0.1334
"TSG101",64.579,77.7165
"NCBP3",13.8528,24.315
"ATP2A3",14.0817,62.5168
"CA12",7.9322,403.1704
"MGLL",264.8595,44.2401
"NTN4",71.1243,134.2829
"BCS1L",16.6297,33.4413
"NUAK1",58.8003,14.0609
"DPP8",29.8918,27.4735
"SLC24A1",6.3444,15.2101
"ZNF532",27.8258,26.3577
"SCARF1",26.5214,8.8932
"LMAN1",79.7926,98.4758
"HACD3",36.922,137.8349
"IPCEF1",0.4922,1.6115
"ZZEF1",28.2223,25.4656
"NOX3",0.0383,0
"ENO1",491.8196,533.7742
"SLC12A1",0.0768,0.2433
"MYDGF",100.0351,183.8035
"ANO8",12.2877,53.6607
"TUBE1",8.0144,10.4659
"ARHGEF10L",35.8187,39.5447
"TXK",1.3127,1.3133
"WSCD2",15.234,0.5165
"KCNQ2",0,0.0419
"TACR2",1.5831,1.5273
"ACTR6",17.2626,35.2062
"TIPIN",3.9314,7.6254
"SRI",48.3956,63.2354
"EIF4G3",49.193,51.3065
"NUP37",9.6747,15.9678
"SEMA3A",8.0345,0.4627
"GTSE1",1.5856,3.776
"SEMA3C",272.1883,278.9473
"TTC38",38.3824,63.1878
"ACAT1",56.8516,23.8006
"GRAMD4",35.0614,41.3773
"CELSR1",2.6231,124.3689
"WNT8B",0.0707,0.6245
"ZNF638",33.6607,40.5638
"SLC25A40",9.2329,21.0675
"TIMM21",12.111,15.8865
"ADD2",2.3516,1.0635
"FGF4",0,0
"RASAL2",14.958,11.5893
"VPS9D1",9.0136,22.608
"ZNF37A",6.9853,9.1151
"MARK3",10.8729,15.9525
"SLC25A3",128.7598,153.3789
"FNDC3B",62.8901,27.5794
"FOSL2",116.5649,138.5576
"CACNG5",0,0
"CACNG4",0,145.007
"FRYL",19.7544,13.6501
"TMEM131",24.3626,31.8439
"FSCN1",64.6389,44.9538
"ACTB",3266.3499,5266.3952
"MOCOS",3.2845,12.0792
"PLD1",11.935,3.4634
"ATP12A",0.0171,0.0202
"WDR62",0.6259,4.2654
"DLG1",20.5341,23.6136
"RAB7A",191.3833,140.919
"BCAP29",0.3775,1.0949
"SEC31B",4.8267,11.0698
"SART3",18.8166,37.1891
"ARHGAP15",4.0843,3.0155
"TUBA3D",0.3859,464.1092
"PAX2",0,4.2143
"EXOSC7",12.5331,19.0644
"KIFAP3",34.58,41.7592
"MKRN2",14.3324,13.804
"MCM6",31.2866,35.0117
"REXO2",29.3772,27.8528
"RBM7",8.3093,10.3689
"RBMS2",51.6806,22.3291
"BAZ2A",49.4546,78.1889
"PTPN23",50.6649,73.4514
"MLH1",15.8135,24.4586
"UNG",44.8019,84.6249
"FMO4",12.3503,33.0058
"KLHL20",34.4319,26.4782
"RGS11",9.0563,16.5937
"SLC46A1",5.6631,5.218
"PLXNA2",26.0552,13.8542
"SPAG5",2.1945,8.9632
"ANKRD13A",20.6656,27.1776
"TPD52",3.645,72.0844
"ACACB",196.0818,9.1071
"TRAF4",2.6201,99.6983
"PAG1",6.9414,3.1013
"GPATCH1",8.3655,13.661
"ICAM3",0.6528,0.8004
"NT5C2",9.727,13.3049
"MCAM",604.1451,57.8686
"GPC4",39.453,87.7982
"MBNL3",13.6074,4.0608
"CAMSAP3",0.0311,89.1465
"RAP1GAP",0.2635,38.4941
"XAB2",35.6101,77.0944
"ARHGEF1",36.5356,68.5981
"STXBP2",4.9625,86.2987
"MAP2K7",23.494,42.5376
"NMRK2",0.1329,0.2347
"DGKD",10.9904,53.8146
"CTTNBP2",8.7377,3.0994
"ACTL6B",0,0
"RARB",2.9742,16.5137
"TOP2B",94.3011,150.6456
"TM9SF3",143.8527,123.2602
"NFKB2",24.693,49.9107
"UBE2T",2.846,30.9587
"PPP1R12B",35.1645,16.9751
"DNAJC10",18.9641,29.6623
"GTF3C1",28.6486,71.6859
"IL4R",36.5758,100.8303
"USP33",60.7272,52.2015
"PAK3",1.7858,2.9991
"CAPN6",2.1041,14
"DCX",0.0372,0.7261
"SNRPA",46.0537,92.0632
"SPAG6",0.0196,19.7119
"EXOSC5",21.8406,76.8594
"DYNC1I2",67.6043,82.735
"APBB1IP",80.1735,10.6141
"LRCH4",3.6334,14.1842
"FAM76B",9.0783,14.03
"SIRT6",10.7031,29.8386
"TYR",0.1462,0
"POLD3",15.9632,20.7848
"ACTN2",0.3628,0.1473
"CAPZB",47.0785,56.8193
"GPR137B",62.2568,93.009
"NAALAD2",2.7929,0.6351
"JADE1",29.1199,13.8045
"SLC25A43",51.2048,31.4078
"UBE2A",44.5207,66.1322
"FGFR1",96.4748,57.1512
"FKBP6",0,0.0564
"SMC1B",0.0713,0.4827
"FBLN1",336.8891,103.199
"ITGA8",12.0171,2.2436
"CST7",13.4473,13.0228
"MAP2",4.7998,3.1083
"PIAS2",6.128,7.2382
"AMPH",4.7801,7.4475
"ARAF",79.4362,123.6961
"MCCC1",31.5572,24.2654
"LAMP3",0.7413,2.9713
"FAP",16.5965,16.6907
"NEBL",2.329,33.9684
"ACER3",33.9099,11.757
"UBE2K",58.06,77.453
"PIK3C3",12.4071,11.6557
"N4BP2",4.2898,8.5153
"TIGAR",2.7783,1.9658
"TULP3",46.3724,39.0829
"SYNJ2",8.1969,14.6253
"ADCY2",0.9475,1.8401
"PPP2R5C",32.9673,32.3256
"PMS2P1",4.4691,10.8864
"RBFOX1",0,0.1247
"GNB1",286.4776,279.174
"HOXA9",4.2004,1.6186
"EDN1",40.357,81.9314
"MLLT10",16.2462,21.7812
"ZCWPW1",7.4735,10.0339
"ADCYAP1R1",10.9759,1.1628
"FGF20",0.1236,0.3396
"P2RY10",0.721,2.9203
"ITM2A",131.6251,60.3164
"NRDC",73.1228,82.4298
"VDAC3",75.4032,74.9179
"PCM1",55.9503,58.9938
"TNRC6C",12.7559,11.6962
"CBFA2T2",12.3407,25.0959
"BRINP1",0.1566,5.0457
"ITCH",31.3764,22.5007
"PKD2L2",0.1304,0.3261
"TP53INP2",35.3303,50.1278
"SDF4",95.4298,152.6799
"MYH7B",1.3425,1.7533
"BPIFB2",2.3751,31.3994
"TP73",0.0896,3.1392
"TOLLIP",37.7577,60.6578
"UBE2D4",17.9006,11.4149
"CLUL1",0.0197,4.1077
"RUNX1T1",6.9809,1.2266
"CDH17",0.1369,0.3452
"THOC1",7.5252,19.9069
"FKBP7",15.8066,14.2288
"OSBPL6",1.6899,4.4597
"SLC1A3",63.5345,9.1322
"XRCC5",170.7372,286.7862
"LXN",35.7072,31.5058
"SP140",0.8015,1.8388
"MKNK1",24.6918,15.1175
"TNS1",743.3066,57.8539
"REXO1",15.8896,31.2772
"SAR1A",131.4068,53.6389
"CDC14A",4.4498,9.5426
"RAPGEF3",25.9832,18.764
"CEACAM1",5.2,29.2783
"SENP1",11.8449,18.9636
"DUSP13",0,3.9863
"CIC",39.306,90.6663
"LIPE",923.0501,9.754
"FDFT1",82.2234,147.1515
"PAFAH1B3",4.7562,101.396
"OPHN1",13.0028,10.615
"AFM",0,0.0409
"KIF22",9.1646,54.121
"SCGN",4.861,3.8545
"CARMIL1",14.1639,20.4092
"PGM1",136.301,37.5677
"DDX1",52.5771,42.7195
"DNM2",36.1026,47.7653
"EPB41L2",153.509,26.0157
"RIMS1",0.1245,0.4118
"MOXD1",6.3012,3.9134
"STX7",35.2807,14.3468
"RABL2B",7.5458,22.3711
"KEAP1",73.2006,78.989
"DDX43",0.8908,0.0983
"PTPRH",4.1189,2.9581
"DCT",0.4325,0.2841
"SLC35C2",18.1415,36.7076
"CRYBG3",24.5476,4.3982
"EPHA6",0.217,0.1419
"SCTR",4.6188,0.0523
"RFX3",3.6052,6.513
"RIF1",16.2134,13.9834
"RAB21",20.0402,17.4419
"SLC4A4",12.3529,0.6241
"SMARCA2",44.6593,45.4993
"RDH8",0.0758,0
"SESN1",42.4252,39.53
"MID2",28.3794,21.5283
"DNAAF6",0,0.0913
"COL5A3",66.7767,7.6321
"SRCAP",1.2616,2.584
"PUM3",30.5923,57.8274
"CPB2",0.0113,0.3464
"CHRNA3",0.1752,0.0562
"KCNN2",0.149,0.2192
"CNOT4",16.2304,14.9589
"PSEN1",39.2465,32.8059
"CPOX",13.3073,16.8504
"CLDND1",34.0299,33.9379
"MOK",2.3883,9.002
"HSP90AA1",633.2452,731.1052
"RBL1",6.4042,6.2641
"DLGAP4",57.1958,47.0716
"IGSF9B",1.6854,7.9802
"CFHR2",0,0
"CROCCP3",1.7242,5.0283
"NDC80",1.4723,3.6918
"AP4E1",10.9407,12.0279
"RSBN1",16.1584,18.6785
"MAGI3",8.8594,46.5587
"CXCL2",16.0018,34.2212
"AFP",0.1421,2.3144
"COL4A4",0.4304,1.6266
"TCF7",1.9535,8.5692
"OSTM1",52.5201,20.047
"CDH7",0,0.0061
"IMPG2",0.1634,0.2565
"PCNP",128.4791,154.8865
"EXD2",23.7801,30.2128
"ARG2",1.5273,3.9079
"MEF2C",27.488,6.3402
"PTPRC",37.85,11.7314
"CACNA1S",0.0877,0.0147
"PKP1",28.3379,25.1918
"UBA5",17.5677,25.4986
"STK17B",38.6322,24.2647
"CDC14B",22.5217,7.149
"ZNF510",13.7295,10.9139
"LRP2",0.0094,44.7694
"ZNF506",6.9336,11.1746
"JMJD4",2.6537,9.1842
"DUSP12",21.691,61.3446
"AACS",6.8272,15.9157
"DELE1",39.8878,59.5338
"SLC13A1",0,0.0203
"CADPS2",19.384,49.2346
"PCDHB4",13.8873,4.9483
"PCDHA6",0.0865,0.1746
"PCDHGA2",2.0199,2.4041
"HSPB11",9.8638,24.0511
"PHLPP1",12.2994,12.5635
"ATP8B1",10.7361,74.8796
"IL12RB2",4.7372,0.5149
"SMARCD3",8.3248,18.6895
"WDR70",12.3883,19.0403
"FYB1",11.6976,5.5033
"MPP4",0.154,0.145
"STRADB",27.2108,35.3147
"BZW1",54.4286,88.119
"PGR",1.9819,127.9644
"C1QTNF3",30.3363,10.1878
"ME2",11.086,6.1031
"C5orf22",18.1442,30.6347
"CCNT2",16.6262,26.7247
"FAM135A",6.3338,1.7381
"COL19A1",0.0069,0.1053
"EPB41L3",63.9818,15.3307
"COBLL1",37.1922,11.3895
"DLG3",3.3725,64.2599
"KCNK2",1.2892,3.9494
"SERTAD4",12.3799,65.1553
"TRAF5",8.338,46.3792
"MRPL22",10.0553,15.2264
"GEMIN5",24.7893,24.6862
"OPRK1",0.0936,0.0157
"NFE2L1",395.2484,253.8558
"SEMA5B",0.9972,0.4401
"GSK3B",14.1218,23.6788
"ITGB5",399.24,132.3566
"ERC1",36.8195,26.941
"XPO1",20.2279,29.465
"LINC01587",0.1954,0.1534
"RNF13",102.6166,54.1332
"TRPM3",0.2955,0.1249
"PALB2",8.6743,18.2198
"DOP1A",12.177,13.2574
"LYRM2",14.1787,17.059
"BCKDHB",16.9696,35.3867
"KAT6A",19.2227,16.2667
"TUT7",23.3591,29.0911
"ULK2",21.3711,19.1845
"GRHL2",0,58.3637
"TNPO1",45.5994,50.929
"PLOD1",87.7203,110.4461
"P2RX5",0.113,1.3967
"ITGAE",8.8789,7.9225
"DIS3",19.9747,21.3605
"PIBF1",15.1701,26.5056
"TDRD3",14.0071,12.0484
"AC000061.1",0,0
"NUFIP1",6.4937,10.4389
"PDS5B",14.2268,13.5438
"OXCT1",52.2503,25.4924
"RRAGB",19.9985,41.9816
"EPYC",0.0842,0
"CYLD",18.0037,15.3263
"SLC27A5",1.1812,2.4247
"ZNF324",5.0073,10.0224
"ZNF671",5.7969,9.805
"ZNF416",7.4491,8.1014
"ZNF586",4.6219,17.558
"ZNF446",2.163,9.285
"ZNF264",12.0961,13.9881
"RPS5",250.4332,614.5767
"FAT1",68.3696,51.1565
"YTHDC1",43.496,62.9984
"CHMP2B",25.1701,32.6468
"SMAP2",91.1841,88.0664
"PPIE",12.8569,16.3684
"ZMPSTE24",74.965,75.6968
"STARD7",112.5974,118.0308
"NOA1",28.685,73.2802
"REST",16.3626,27.9779
"HAL",0.28,0.3642
"SSH1",21.6261,16.6135
"GSTP1",387.4584,338.6066
"APLP2",420.5681,497.5883
"FAM234B",6.2723,62.5325
"SLCO1A2",0,0.1705
"WBP11",64.9868,87.0833
"EIF3I",48.1297,77.3718
"NKAIN1",0.2056,14.195
"COL16A1",50.6641,73.3399
"TXLNA",68.4774,89.291
"APOB",2.3167,0.1023
"NCOA1",52.1331,38.3575
"AGBL5",16.8086,25.4776
"EFR3B",1.425,4.5706
"KIF3C",8.2455,13.5397
"RAB10",151.0835,202.353
"GCKR",0.8669,0.5952
"HADHA",329.8382,175.8125
"MAPRE3",26.3783,25.7829
"CAD",24.7984,47.382
"CD59",161.2685,126.9302
"CD82",23.4876,53.8984
"BCORL1",9.8536,9.8454
"ATRX",21.6626,25.8976
"AK6",22.2536,23.7321
"FCN1",5.0368,0.494
"MYNN",10.5123,12.4941
"MECOM",25.5668,3.8363
"SCAMP1",35.3307,44.9456
"PREP",15.4437,22.6519
"HACE1",7.3887,7.2665
"SEH1L",8.4507,11.8713
"WDR47",23.4029,21.0881
"WDFY1",29.5172,25.7923
"OVGP1",2.5277,6.3754
"SLC25A24",31.1402,44.429
"MAP3K4",16.9468,26.5324
"PILRA",21.9113,10.7197
"IGSF9",0.1942,89.162
"ABCB1",3.5897,7.2411
"ZNF213",12.9134,42.0648
"AKR1B1",78.8,25.2575
