"","00063026-2a67-41de-b105-f80dca277978","00a26384-1b1c-4db4-9664-75fb9b3febdb"
"T cells",109.8,107.666666666667
"CD8 T cells",20,76
"Cytotoxic lymphocytes",252.714285714286,78.4285714285714
"B lineage",249.222222222222,5826.77777777778
"NK cells",28.875,12.5
"Monocytic lineage",4254.14285714286,584.285714285714
"Myeloid dendritic cells",901,149.666666666667
"Neutrophils",1241.8,1321.6
"Endothelial cells",7101.03125,1009.34375
"Fibroblasts",78639.375,46183.5
